71,-92,0,19,0,0
-18,-82,0,15,0,0
-73,-25,0,11,0,0
-27,-26,0,6,0,0
-95,95,0,8,0,0
-36,69,0,4,0,0
-77,71,0,16,0,0
33,29,0,6,0,0
-100,13,0,15,0,0
-19,-13,0,4,0,0
-57,-26,0,15,0,0
-48,82,0,20,0,0
-48,-40,0,1,1,1
-33,-32,0,14,0,0
80,15,0,2,0,0
-94,70,0,4,0,0
99,-67,0,3,0,0
22,10,0,6,0,0
-75,-75,0,16,0,0
-75,29,0,7,0,0
61,8,0,20,0,0
-21,81,0,15,0,0
-94,34,0,12,0,0
-33,-6,0,5,0,0
-63,29,0,12,0,0
-42,-23,0,3,0,0
-36,81,0,13,0,0
90,-36,0,3,0,0
-19,85,0,10,0,0
89,-21,0,9,0,0
34,21,0,0,0,0
41,66,1,14,0,1
59,51,1,8,0,1
60,-32,0,14,0,0
45,46,0,0,0,0
54,-100,0,10,0,0
39,-46,0,10,0,0
16,-87,0,9,0,0
10,85,0,6,0,0
64,-87,0,15,0,0
-19,-50,0,15,0,0
-77,94,0,7,0,0
13,-71,0,13,0,0
44,67,1,4,0,1
91,-25,0,18,0,0
47,53,0,14,0,0
-29,-73,0,6,0,0
-29,-49,0,14,0,0
16,-52,0,0,0,0
-45,-32,0,10,0,0
77,88,1,1,1,0
9,-78,0,0,0,0
-68,97,0,11,0,0
-12,-86,0,10,0,0
98,70,1,20,0,1
-60,100,0,19,0,0
-96,-22,0,10,0,0
-78,14,0,19,0,0
-60,-43,0,7,0,0
-83,-89,0,8,0,0
74,67,1,13,0,1
44,62,1,2,0,1
-48,23,0,2,0,0
73,-87,0,9,0,0
52,-10,0,5,0,0
83,90,1,12,0,1
76,80,1,0,0,1
-44,85,0,18,0,0
-28,-39,0,20,0,0
-85,-9,0,8,0,0
12,97,1,20,0,1
33,12,0,11,0,0
83,24,1,4,0,1
-19,-51,0,16,0,0
31,21,0,3,0,0
-75,68,0,16,0,0
26,-76,0,12,0,0
27,93,1,8,0,1
72,-55,0,2,0,0
-76,-90,0,3,0,0
-2,-53,0,6,0,0
24,33,0,19,0,0
68,79,1,2,0,1
-63,84,0,11,0,0
24,29,0,0,0,0
-31,-9,0,8,0,0
47,-36,0,3,0,0
-74,-37,0,7,0,0
47,-37,0,17,0,0
-80,84,0,13,0,0
40,85,1,7,0,1
98,-70,0,0,0,0
-38,-49,0,3,0,0
70,-37,0,20,0,0
50,20,0,17,0,0
-34,-98,0,0,0,0
7,-23,0,14,0,0
-94,91,0,14,0,0
6,-11,0,4,0,0
-99,16,0,19,0,0
-82,-32,0,19,0,0
-18,-64,0,9,0,0
63,28,0,18,0,0
-54,87,0,11,0,0
-21,-62,0,19,0,0
25,70,0,7,0,0
73,-48,0,7,0,0
20,-60,0,1,1,1
80,-42,0,17,0,0
2,-33,0,9,0,0
83,63,1,19,0,1
15,-53,0,1,1,1
-17,45,0,16,0,0
-2,-37,0,0,0,0
-19,13,0,13,0,0
-22,-64,0,3,0,0
44,-68,0,3,0,0
2,97,0,20,0,0
62,-78,0,10,0,0
-11,-56,0,20,0,0
71,-91,0,6,0,0
-43,-26,0,13,0,0
-83,54,0,7,0,0
41,62,1,5,0,1
68,-26,0,12,0,0
89,87,1,11,0,1
-70,22,0,18,0,0
20,-73,0,1,1,1
52,5,0,19,0,0
-51,29,0,15,0,0
74,-38,0,3,0,0
-8,50,0,19,0,0
-15,98,0,10,0,0
92,-70,0,20,0,0
2,-65,0,19,0,0
9,-9,0,14,0,0
-82,60,0,2,0,0
-76,66,0,1,1,1
27,76,1,7,0,1
-89,-96,0,3,0,0
78,-82,0,15,0,0
-43,47,0,6,0,0
67,77,1,14,0,1
73,-54,0,16,0,0
93,-70,0,8,0,0
81,59,1,19,0,1
67,20,0,19,0,0
46,-37,0,5,0,0
11,50,0,4,0,0
-13,54,0,9,0,0
71,24,0,11,0,0
-48,85,0,4,0,0
-24,43,0,11,0,0
98,62,1,6,0,1
-49,45,0,14,0,0
87,100,1,5,0,1
-71,-94,0,12,0,0
-21,19,0,16,0,0
74,-17,0,20,0,0
73,-42,0,7,0,0
-89,87,0,2,0,0
-72,-10,0,18,0,0
-1,-57,0,14,0,0
-64,-12,0,13,0,0
11,30,0,5,0,0
3,84,0,20,0,0
3,93,0,10,0,0
-54,49,0,4,0,0
57,92,1,1,1,0
76,22,0,19,0,0
20,67,0,12,0,0
76,-78,0,15,0,0
-19,25,0,20,0,0
97,-22,0,9,0,0
83,72,1,10,0,1
33,59,0,7,0,0
66,-41,0,9,0,0
33,-61,0,0,0,0
-26,-72,0,2,0,0
31,85,1,10,0,1
88,19,1,0,0,1
-20,-95,0,6,0,0
53,-92,0,15,0,0
-68,86,0,14,0,0
83,-33,0,4,0,0
2,88,0,8,0,0
75,-97,0,11,0,0
34,-31,0,15,0,0
39,-64,0,0,0,0
-98,-91,0,15,0,0
73,90,1,4,0,1
41,21,0,6,0,0
-58,-65,0,4,0,0
-16,74,0,15,0,0
17,-86,0,20,0,0
-13,65,0,4,0,0
-7,83,0,8,0,0
98,16,1,9,0,1
10,74,0,19,0,0
-53,37,0,12,0,0
87,-38,0,19,0,0
-65,82,0,8,0,0
50,11,0,13,0,0
16,81,0,6,0,0
-81,-47,0,18,0,0
-28,61,0,1,1,1
13,-99,0,18,0,0
73,83,1,12,0,1
84,26,1,5,0,1
-92,-72,0,12,0,0
-20,-56,0,16,0,0
-72,40,0,9,0,0
14,-44,0,10,0,0
-82,94,0,18,0,0
72,51,1,3,0,1
67,94,1,6,0,1
65,-47,0,8,0,0
58,-58,0,10,0,0
8,24,0,7,0,0
70,-85,0,20,0,0
70,-52,0,5,0,0
39,54,0,13,0,0
60,33,0,17,0,0
48,-17,0,7,0,0
-37,49,0,3,0,0
16,-27,0,8,0,0
-96,-24,0,7,0,0
67,-78,0,13,0,0
-84,91,0,14,0,0
-98,37,0,16,0,0
-37,29,0,0,0,0
-15,-38,0,2,0,0
73,-98,0,13,0,0
-49,26,0,1,1,1
18,86,1,20,0,1
-13,-26,0,20,0,0
21,-81,0,3,0,0
23,33,0,8,0,0
-3,69,0,19,0,0
-58,47,0,1,1,1
9,50,0,2,0,0
-13,33,0,11,0,0
22,-65,0,10,0,0
-26,-27,0,9,0,0
-68,-64,0,15,0,0
-46,42,0,13,0,0
-96,49,0,18,0,0
52,76,1,16,0,1
-18,12,0,7,0,0
-95,44,0,17,0,0
92,34,1,20,0,1
-100,76,0,20,0,0
-91,7,0,18,0,0
-86,76,0,9,0,0
-62,97,0,20,0,0
-50,-73,0,18,0,0
84,-12,0,11,0,0
15,-46,0,4,0,0
17,31,0,18,0,0
-96,-1,0,20,0,0
-7,88,0,20,0,0
29,-69,0,4,0,0
34,-29,0,10,0,0
-44,51,0,2,0,0
79,-75,0,10,0,0
93,57,1,4,0,1
-40,35,0,3,0,0
-69,83,0,18,0,0
40,-43,0,3,0,0
99,48,1,3,0,1
63,7,0,18,0,0
93,-12,0,14,0,0
9,55,0,8,0,0
-100,-76,0,16,0,0
-70,-92,0,18,0,0
-30,8,0,16,0,0
25,72,0,11,0,0
-13,-62,0,6,0,0
74,-100,0,20,0,0
65,7,0,9,0,0
-88,-18,0,8,0,0
-25,-79,0,16,0,0
-88,68,0,16,0,0
88,70,1,14,0,1
94,37,1,8,0,1
-65,-95,0,6,0,0
17,37,0,20,0,0
77,-60,0,3,0,0
-60,59,0,7,0,0
-11,41,0,7,0,0
-83,63,0,15,0,0
-39,-98,0,2,0,0
84,-11,0,18,0,0
98,-66,0,1,1,1
55,55,1,7,0,1
5,-78,0,7,0,0
0,-86,0,9,0,0
-18,-23,0,3,0,0
75,57,1,5,0,1
