26,70,0,85,0,0
-13,12,0,74,0,0
-76,62,0,89,0,0
15,36,0,54,0,0
12,-30,0,63,0,0
-99,-5,0,69,0,0
61,66,1,82,0,1
13,11,0,11,0,0
-15,65,0,18,0,0
-8,-51,0,18,0,0
13,36,0,27,0,0
-14,-17,0,61,0,0
-22,71,0,32,0,0
-38,84,0,3,0,0
-49,67,0,51,0,0
-33,69,0,46,0,0
90,79,1,62,0,1
-34,6,0,49,0,0
59,17,0,29,0,0
61,29,0,100,0,0
-27,87,0,14,0,0
-76,-50,0,6,0,0
78,72,1,68,0,1
-45,82,0,95,0,0
74,-48,0,4,0,0
88,-40,0,57,0,0
-53,-25,0,52,0,0
-26,79,0,72,0,0
57,-87,0,21,0,0
-40,-66,0,82,0,0
-100,-17,0,16,0,0
59,-86,0,31,0,0
-77,74,0,50,0,0
-63,-97,0,21,0,0
36,89,1,79,0,1
-1,29,0,96,0,0
-43,92,0,2,0,0
48,-49,0,3,0,0
32,67,0,82,0,0
13,-52,0,68,0,0
86,-8,0,5,0,0
66,20,0,61,0,0
-90,-28,0,9,0,0
70,44,1,4,0,1
94,28,1,9,0,1
-99,-64,0,6,0,0
39,-31,0,95,0,0
-24,-39,0,35,0,0
4,-7,0,47,0,0
9,2,0,60,0,0
-40,-1,0,81,0,0
-91,-28,0,26,0,0
-65,47,0,34,0,0
26,-44,0,19,0,0
-66,72,0,65,0,0
-70,20,0,82,0,0
54,-66,0,35,0,0
97,-9,0,25,0,0
-96,7,0,44,0,0
45,24,0,35,0,0
43,-48,0,47,0,0
-15,-100,0,16,0,0
51,79,1,93,0,1
48,71,1,42,0,1
-7,64,0,75,0,0
-79,-51,0,98,0,0
-54,-92,0,97,0,0
33,7,0,24,0,0
52,4,0,4,0,0
3,57,0,14,0,0
-3,-38,0,23,0,0
91,-69,0,89,0,0
19,84,1,34,0,1
-15,-42,0,1,1,1
58,82,1,40,0,1
-27,6,0,24,0,0
-68,17,0,98,0,0
-18,61,0,30,0,0
9,-69,0,70,0,0
-35,-8,0,53,0,0
-61,0,0,80,0,0
18,-56,0,39,0,0
-93,56,0,33,0,0
23,23,0,78,0,0
-9,68,0,60,0,0
43,-75,0,81,0,0
-28,-42,0,50,0,0
-75,-79,0,100,0,0
-50,27,0,87,0,0
65,-60,0,35,0,0
-78,-11,0,47,0,0
9,73,0,64,0,0
-46,-72,0,62,0,0
93,56,1,95,0,1
44,-64,0,89,0,0
-84,69,0,75,0,0
-73,58,0,30,0,0
57,-29,0,100,0,0
-19,37,0,42,0,0
39,24,0,88,0,0
-12,-93,0,46,0,0
-94,-73,0,62,0,0
-53,-22,0,86,0,0
-24,79,0,65,0,0
-76,13,0,66,0,0
-63,66,0,65,0,0
42,-88,0,24,0,0
6,-98,0,22,0,0
2,14,0,100,0,0
45,-37,0,45,0,0
63,-36,0,56,0,0
-26,2,0,54,0,0
-18,-63,0,67,0,0
80,-99,0,20,0,0
14,-61,0,61,0,0
98,-54,0,47,0,0
94,-69,0,57,0,0
81,72,1,23,0,1
-7,26,0,88,0,0
5,21,0,31,0,0
-50,-20,0,58,0,0
64,-19,0,30,0,0
-48,92,0,44,0,0
-6,-86,0,19,0,0
63,-88,0,81,0,0
55,-23,0,45,0,0
-78,69,0,77,0,0
-72,64,0,21,0,0
17,-69,0,70,0,0
-70,31,0,30,0,0
97,-71,0,46,0,0
71,-56,0,83,0,0
86,92,1,64,0,1
