-62,-62,0,4,0,0
37,89,1,3,0,1
20,54,0,3,0,0
-10,4,0,10,0,0
51,89,1,0,0,1
42,-56,0,1,1,1
-50,31,0,7,0,0
-26,-96,0,5,0,0
-24,93,0,7,0,0
-37,-91,0,0,0,0
-80,-11,0,4,0,0
44,-59,0,5,0,0
-59,-62,0,0,0,0
85,68,1,5,0,1
-48,61,0,3,0,0
-17,-73,0,2,0,0
-87,-53,0,0,0,0
38,-68,0,3,0,0
95,13,1,3,0,1
-82,-53,0,9,0,0
61,-44,0,4,0,0
-14,-26,0,8,0,0
-79,37,0,4,0,0
36,-72,0,8,0,0
-84,-54,0,8,0,0
-91,-80,0,2,0,0
75,5,0,4,0,0
51,-12,0,0,0,0
74,37,1,9,0,1
56,100,1,0,0,1
-44,24,0,4,0,0
14,-47,0,7,0,0
16,-31,0,0,0,0
52,-64,0,4,0,0
-66,-39,0,7,0,0
75,73,1,2,0,1
6,99,1,4,0,1
40,-35,0,2,0,0
89,57,1,7,0,1
81,24,1,3,0,1
-49,-76,0,7,0,0
32,-47,0,1,1,1
-49,1,0,5,0,0
-45,-66,0,0,0,0
54,72,1,9,0,1
-55,19,0,10,0,0
-31,-100,0,8,0,0
17,15,0,8,0,0
75,59,1,4,0,1
14,40,0,8,0,0
50,3,0,7,0,0
71,26,0,8,0,0
-92,57,0,1,1,1
-63,-96,0,1,1,1
0,-100,0,0,0,0
-34,82,0,7,0,0
13,85,0,4,0,0
-30,39,0,9,0,0
-61,-9,0,2,0,0
-70,-96,0,0,0,0
81,-58,0,8,0,0
1,51,0,2,0,0
-9,20,0,7,0,0
72,-62,0,3,0,0
-7,20,0,3,0,0
-73,6,0,5,0,0
24,-41,0,4,0,0
63,-69,0,4,0,0
-50,-6,0,4,0,0
85,-96,0,0,0,0
60,-24,0,7,0,0
-87,98,0,2,0,0
-77,48,0,2,0,0
-74,-54,0,10,0,0
10,34,0,5,0,0
-74,-29,0,0,0,0
9,-88,0,6,0,0
13,81,0,0,0,0
63,-35,0,4,0,0
43,-43,0,9,0,0
-62,93,0,2,0,0
13,-89,0,6,0,0
88,86,1,1,1,0
-13,-3,0,2,0,0
27,50,0,9,0,0
71,-54,0,8,0,0
63,73,1,1,1,0
-90,46,0,6,0,0
-96,11,0,0,0,0
-57,-12,0,3,0,0
7,76,0,1,1,1
34,95,1,8,0,1
24,96,1,4,0,1
-39,-69,0,4,0,0
-73,88,0,7,0,0
-100,-84,0,3,0,0
-19,99,0,0,0,0
-82,67,0,5,0,0
-66,46,0,7,0,0
44,-22,0,8,0,0
-54,-62,0,2,0,0
38,72,1,10,0,1
-28,-7,0,2,0,0
-45,2,0,6,0,0
-56,15,0,8,0,0
35,75,1,1,1,0
-7,52,0,1,1,1
96,-95,0,0,0,0
-33,-25,0,2,0,0
-96,76,0,8,0,0
-71,63,0,1,1,1
99,-83,0,10,0,0
-22,26,0,4,0,0
-34,7,0,8,0,0
-6,-68,0,6,0,0
30,94,1,2,0,1
81,6,0,10,0,0
96,26,1,5,0,1
-43,37,0,10,0,0
-43,-80,0,0,0,0
9,57,0,5,0,0
-38,20,0,5,0,0
44,29,0,7,0,0
-38,-54,0,1,1,1
-84,-16,0,5,0,0
-79,5,0,0,0,0
-19,100,0,7,0,0
-13,22,0,1,1,1
-82,71,0,3,0,0
66,-85,0,2,0,0
-51,-63,0,10,0,0
-69,-19,0,7,0,0
65,-68,0,10,0,0
-11,-48,0,7,0,0
72,-63,0,6,0,0
83,56,1,7,0,1
-96,56,0,3,0,0
66,97,1,7,0,1
93,5,0,4,0,0
9,-44,0,1,1,1
6,-66,0,5,0,0
-100,50,0,0,0,0
-38,-1,0,9,0,0
97,-3,0,6,0,0
-94,-70,0,10,0,0
59,-93,0,6,0,0
-94,73,0,3,0,0
-49,-88,0,2,0,0
-47,81,0,0,0,0
15,-65,0,1,1,1
-11,42,0,7,0,0
-47,40,0,4,0,0
-7,69,0,2,0,0
-57,45,0,0,0,0
24,-48,0,8,0,0
93,7,0,1,1,1
-95,92,0,6,0,0
-12,46,0,8,0,0
-19,66,0,6,0,0
55,-81,0,6,0,0
4,-62,0,8,0,0
-71,-40,0,7,0,0
18,-55,0,4,0,0
-2,59,0,2,0,0
13,-99,0,6,0,0
-13,-10,0,10,0,0
-21,-52,0,3,0,0
94,3,0,10,0,0
-43,-45,0,4,0,0
-22,-75,0,3,0,0
23,-87,0,6,0,0
-42,93,0,2,0,0
-53,-94,0,6,0,0
73,52,1,1,1,0
84,62,1,10,0,1
-42,19,0,9,0,0
-85,58,0,3,0,0
57,93,1,0,0,1
-54,-26,0,10,0,0
24,-6,0,1,1,1
-17,-13,0,2,0,0
56,-87,0,9,0,0
-52,-14,0,8,0,0
33,-48,0,9,0,0
9,93,1,9,0,1
-80,23,0,3,0,0
-37,-48,0,1,1,1
-94,-39,0,0,0,0
99,-12,0,2,0,0
-70,-80,0,10,0,0
4,17,0,5,0,0
1,-16,0,9,0,0
-73,-80,0,7,0,0
-83,-2,0,0,0,0
-10,64,0,7,0,0
6,65,0,0,0,0
-31,-28,0,4,0,0
-29,-32,0,7,0,0
-86,-46,0,6,0,0
45,-7,0,3,0,0
-42,-62,0,2,0,0
-86,9,0,4,0,0
57,-55,0,8,0,0
-100,9,0,6,0,0
-10,-66,0,2,0,0
15,-86,0,9,0,0
-23,93,0,5,0,0
-59,-94,0,2,0,0
100,-84,0,10,0,0
43,-76,0,10,0,0
50,-76,0,9,0,0
-20,-1,0,10,0,0
-4,87,0,2,0,0
3,31,0,10,0,0
-55,100,0,8,0,0
-47,5,0,10,0,0
-79,51,0,9,0,0
-24,-61,0,4,0,0
-52,30,0,7,0,0
-75,11,0,3,0,0
-6,8,0,9,0,0
-97,-27,0,6,0,0
-3,84,0,5,0,0
27,84,1,9,0,1
99,-65,0,9,0,0
20,2,0,5,0,0
46,45,0,5,0,0
-66,-33,0,1,1,1
11,-42,0,5,0,0
-96,-15,0,10,0,0
-66,-46,0,3,0,0
-24,-36,0,0,0,0
91,-52,0,7,0,0
-72,-85,0,3,0,0
56,-100,0,6,0,0
0,-88,0,8,0,0
-56,64,0,9,0,0
-20,34,0,6,0,0
-81,-21,0,2,0,0
-29,66,0,6,0,0
93,-45,0,8,0,0
-53,27,0,10,0,0
-4,-89,0,5,0,0
-65,98,0,7,0,0
-69,64,0,3,0,0
-71,-35,0,4,0,0
40,21,0,8,0,0
24,-79,0,9,0,0
-59,29,0,6,0,0
-28,-13,0,2,0,0
-30,-45,0,2,0,0
38,63,1,8,0,1
-83,-73,0,4,0,0
-15,-1,0,7,0,0
20,-24,0,10,0,0
-30,-42,0,6,0,0
83,84,1,10,0,1
-63,94,0,2,0,0
-75,84,0,1,1,1
-83,32,0,6,0,0
-52,35,0,10,0,0
100,46,1,5,0,1
-41,-100,0,6,0,0
48,22,0,5,0,0
99,-70,0,6,0,0
-80,-90,0,0,0,0
98,91,1,0,0,1
-46,-99,0,5,0,0
58,25,0,3,0,0
2,-45,0,9,0,0
7,-71,0,4,0,0
-22,-33,0,2,0,0
97,45,1,1,1,0
75,70,1,4,0,1
44,-92,0,2,0,0
-81,-57,0,2,0,0
77,8,0,10,0,0
-76,-11,0,2,0,0
71,84,1,3,0,1
37,-15,0,8,0,0
54,-49,0,4,0,0
79,-51,0,3,0,0
-45,-49,0,9,0,0
32,-100,0,3,0,0
50,54,1,9,0,1
-97,36,0,5,0,0
69,70,1,4,0,1
31,2,0,4,0,0
27,-76,0,2,0,0
15,-68,0,9,0,0
-39,99,0,7,0,0
-31,-3,0,5,0,0
-45,29,0,7,0,0
-41,35,0,6,0,0
7,-23,0,7,0,0
67,23,0,5,0,0
-80,-90,0,10,0,0
-33,-62,0,2,0,0
-87,21,0,8,0,0
-75,-54,0,4,0,0
49,-83,0,7,0,0
37,-52,0,10,0,0
-8,-45,0,3,0,0
20,-75,0,0,0,0
-86,-43,0,3,0,0
42,-55,0,4,0,0
-41,-52,0,7,0,0
16,61,0,7,0,0
100,100,1,0,0,1
30,-54,0,8,0,0
92,-7,0,1,1,1
-2,19,0,9,0,0
54,67,1,5,0,1
-92,-20,0,0,0,0
-5,-25,0,2,0,0
-74,-24,0,7,0,0
55,99,1,2,0,1
-30,-66,0,3,0,0
-90,84,0,8,0,0
-90,48,0,1,1,1
95,-36,0,10,0,0
-30,92,0,6,0,0
-90,11,0,5,0,0
-81,66,0,4,0,0
0,91,0,10,0,0
97,-100,0,1,1,1
21,82,1,0,0,1
22,-48,0,5,0,0
-86,80,0,7,0,0
50,6,0,2,0,0
-86,73,0,8,0,0
73,69,1,0,0,1
-61,89,0,0,0,0
85,-6,0,10,0,0
-86,-48,0,5,0,0
19,83,1,0,0,1
-21,48,0,5,0,0
-98,-46,0,3,0,0
48,13,0,4,0,0
83,20,1,5,0,1
77,86,1,9,0,1
-32,35,0,4,0,0
-4,-88,0,3,0,0
61,-31,0,1,1,1
-24,28,0,3,0,0
48,-17,0,10,0,0
-22,1,0,9,0,0
-96,-19,0,1,1,1
-82,65,0,7,0,0
12,-52,0,2,0,0
-90,-37,0,7,0,0
-65,-58,0,0,0,0
99,-70,0,9,0,0
29,45,0,1,1,1
-15,31,0,7,0,0
-60,74,0,8,0,0
77,-15,0,2,0,0
74,36,1,5,0,1
-95,-90,0,7,0,0
14,-90,0,5,0,0
97,72,1,3,0,1
-9,-37,0,4,0,0
26,-21,0,6,0,0
82,-71,0,4,0,0
85,17,1,10,0,1
-71,-37,0,0,0,0
-73,-16,0,0,0,0
94,-11,0,8,0,0
-13,-61,0,0,0,0
84,-15,0,6,0,0
-14,-92,0,9,0,0
92,25,1,2,0,1
-74,-38,0,3,0,0
75,-13,0,10,0,0
-45,-61,0,10,0,0
55,85,1,2,0,1
-76,-29,0,9,0,0
-14,-3,0,7,0,0
24,98,1,4,0,1
40,35,0,5,0,0
-25,-75,0,8,0,0
100,-90,0,3,0,0
71,-43,0,3,0,0
-4,-67,0,9,0,0
-75,56,0,6,0,0
51,-61,0,8,0,0
85,-69,0,3,0,0
85,85,1,5,0,1
35,-38,0,7,0,0
-67,60,0,3,0,0
-45,35,0,4,0,0
-17,91,0,1,1,1
-33,48,0,4,0,0
-20,83,0,9,0,0
-86,-84,0,8,0,0
-100,4,0,3,0,0
4,-11,0,0,0,0
64,-4,0,8,0,0
-67,-40,0,10,0,0
87,-18,0,3,0,0
-73,-2,0,6,0,0
-86,94,0,7,0,0
53,-53,0,0,0,0
56,89,1,7,0,1
41,59,0,3,0,0
29,55,0,4,0,0
46,-11,0,5,0,0
18,97,1,2,0,1
-98,2,0,5,0,0
48,-25,0,4,0,0
-93,-89,0,4,0,0
34,66,0,2,0,0
-63,-97,0,6,0,0
